2500	0.025521	0.000309093	0.000309093\\  0.025546
3000	0.0659769	0.000486546	0.000486546\\  0.0457144
3500	0.10111	0.000590878	0.000590878\\  0.0641869
4000	0.130734	0.000660721	0.000660721\\  0.0808433
4500	0.1608	0.000719984	0.000719984\\  0.0968447
5000	0.191024	0.000770475	0.000770475\\  0.11253
5500	0.219836	0.000811688	0.000811688\\  0.127872
6000	0.244056	0.000841853	0.000841853\\  0.142416
6500	0.269198	0.000869325	0.000869325\\  0.156491
7000	0.290869	0.00089014	0.00089014\\  0.169896
7500	0.311406	0.000907594	0.000907594\\  0.18277
8000	0.331973	0.000922985	0.000922985\\  0.195228

2500	0.025543	0.000309222	0.000309222\\  0.0255419
3000	0.0658219	0.000486014	0.000486014\\  0.0457106
3500	0.100415	0.000589072	0.000589072\\  0.0639288
4000	0.131217	0.000661756	0.000661756\\  0.0807239
4500	0.161649	0.000721517	0.000721517\\  0.0968868
5000	0.190414	0.000769534	0.000769534\\  0.112508
5500	0.219846	0.000811701	0.000811701\\  0.127809
6000	0.243572	0.000841287	0.000841287\\  0.142261
6500	0.26842	0.00086853	0.00086853\\  0.156295
7000	0.292167	0.000891307	0.000891307\\  0.169904
7500	0.312073	0.000908125	0.000908125\\  0.182819
8000	0.332243	0.000923174	0.000923174\\  0.195288

2500	0.025422	0.000308508	0.000308508\\  0.0253854
3000	0.0660709	0.000486868	0.000486868\\  0.0457595
3500	0.101148	0.000590977	0.000590977\\  0.0642504
4000	0.131363	0.000662068	0.000662068\\  0.0810416
4500	0.162795	0.000723575	0.000723575\\  0.0974007
5000	0.19195	0.000771898	0.000771898\\  0.113147
5500	0.219152	0.000810779	0.000810779\\  0.128245
6000	0.244116	0.000841923	0.000841923\\  0.142708
6500	0.269175	0.000869302	0.000869302\\  0.156758
7000	0.291089	0.000890339	0.000890339\\  0.170193
7500	0.312409	0.000908392	0.000908392\\  0.183113
8000	0.330753	0.000922129	0.000922129\\  0.195404

2500	0.026388	0.000314159	0.000314159\\  0.0263876
3000	0.0653769	0.000484484	0.000484484\\  0.0459337
3500	0.101063	0.000590756	0.000590756\\  0.0642676
4000	0.130989	0.000661268	0.000661268\\  0.0809344
4500	0.161419	0.000721102	0.000721102\\  0.0970611
5000	0.190763	0.000770073	0.000770073\\  0.112674
5500	0.21891	0.000810457	0.000810457\\  0.127828
6000	0.244967	0.000842914	0.000842914\\  0.142457
6500	0.269011	0.000869134	0.000869134\\  0.156532
7000	0.291685	0.000890875	0.000890875\\  0.170048
7500	0.311831	0.000907933	0.000907933\\  0.182913
8000	0.33176	0.000922836	0.000922836\\  0.19531

2500	0.025715224999999998	0.0007231178927731973	0.0007231178927731973\\
3000	0.04577955	0.00016730017111346286	0.00016730017111346286\\
3500	0.06415842499999999	0.00024977143418054604	0.00024977143418054604\\
4000	0.08088580000000001	0.00021477280668922102	0.00021477280668922102\\
4500	0.097048325	0.00040243037863361487	0.00040243037863361487\\
5000	0.11271475	0.00047326406963974497	0.00047326406963974497\\
5500	0.1279385	0.0003278395996865759	0.0003278395996865759\\
6000	0.1424605	0.000294911937748604	0.000294911937748604\\
6500	0.15651900000000002	0.0003022626004557798	0.0003022626004557798\\
7000	0.17001025	0.00022346112391647424	0.00022346112391647424\\
7500	0.18290375	0.0002412208054128669	0.0002412208054128669\\
8000	0.1953075	0.00011627548577318687	0.00011627548577318687\\
