2000	0.000700999	5.19098e-05	5.19098e-05\\  0.000905325
2250	0.010379	0.000198645	0.000198645\\  0.00712107
2500	0.027794	0.000322187	0.000322187\\  0.0165418
2750	0.048321	0.000420304	0.000420304\\  0.0276731
3000	0.0689119	0.000496468	0.000496468\\  0.0394572
3250	0.0874939	0.000553803	0.000553803\\  0.0510348
3500	0.103449	0.000596895	0.000596895\\  0.0621023
3750	0.118621	0.000633738	0.000633738\\  0.0726052
4000	0.133618	0.000666859	0.000666859\\  0.0826735

2000	0.000782999	5.48558e-05	5.48558e-05\\  0.00101407
2250	0.011302	0.000207192	0.000207192\\  0.00776623
2500	0.028469	0.000325962	0.000325962\\  0.0172777
2750	0.048375	0.000420526	0.000420526\\  0.0282364
3000	0.0681229	0.000493827	0.000493827\\  0.0397291
3250	0.0870879	0.000552639	0.000552639\\  0.0512163
3500	0.103157	0.000596149	0.000596149\\  0.0621918
3750	0.119194	0.00063506	0.00063506\\  0.0727503
4000	0.134445	0.000668601	0.000668601\\  0.0829194

2000	0.000829999	5.64749e-05	5.64749e-05\\  0.00107501
2250	0.010692	0.000201586	0.000201586\\  0.0074242
2500	0.028271	0.00032486	0.00032486\\  0.0169164
2750	0.048431	0.000420757	0.000420757\\  0.0280135
3000	0.0689409	0.000496565	0.000496565\\  0.0396925
3250	0.0864369	0.000550766	0.000550766\\  0.0510307
3500	0.103813	0.000597823	0.000597823\\  0.0621032
3750	0.119506	0.000635778	0.000635778\\  0.0727158
4000	0.132765	0.000665055	0.000665055\\  0.0826231

2000	0.000916999	5.93551e-05	5.93551e-05\\  0.00117396
2250	0.010736	0.000201996	0.000201996\\  0.00749485
2500	0.027797	0.000322204	0.000322204\\  0.0167967
2750	0.04756	0.000417148	0.000417148\\  0.0276469
3000	0.0682659	0.000494307	0.000494307\\  0.0392639
3250	0.0863709	0.000550576	0.000550576\\  0.0506557
3500	0.103605	0.000597293	0.000597293\\  0.0617949
3750	0.11925	0.000635189	0.000635189\\  0.0724024
4000	0.134269	0.000668231	0.000668231\\  0.0825869




2000	0.00104209125	0.00017899954183003768	0.00017899954183003768\\
2250	0.0074515875	0.0004218626779363835	0.0004218626779363835\\
2500	0.01688315	0.0004867935326454851	0.0004867935326454851\\
2750	0.027892475	0.00045134293003636127	0.00045134293003636127\\
3000	0.039535675	0.00034622335322801584	0.00034622335322801584\\
3250	0.050984375	0.0003748731141576557	0.0003748731141576557\\
3500	0.062048049999999993	0.00027672886469273664	0.00027672886469273664\\
3750	0.072618425	0.0002494291694484123	0.0002494291694484123\\
4000	0.082700725	0.000238757236791591	0.000238757236791591\\
